TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
,	O	_	O	_	_	O	_	_	_
pro	O	_	O	_	_	O	_	_	_
continentia	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
aequitate	O	_	O	_	_	O	_	_	_
lubido	O	_	O	_	_	O	_	_	_
atque	O	_	O	_	_	O	_	_	_
superbia	O	_	O	_	_	O	_	_	_
invasere	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
fortuna	O	_	O	_	_	O	_	_	_
simul	O	_	O	_	_	O	_	_	_
cum	O	_	O	_	_	O	_	_	_
moribus	O	_	O	_	_	O	_	_	_
inmutatur	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
6	O	_	O	_	_	O	_	_	_
Ita	O	_	O	_	_	O	_	_	_
imperium	O	_	O	_	_	O	_	_	_
semper	O	_	O	_	_	O	_	_	_
ad	O	_	O	_	_	O	_	_	_
optumum	O	_	O	_	_	O	_	_	_
quemque	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
minus	O	_	O	_	_	O	_	_	_
bono	O	_	O	_	_	O	_	_	_
transfertur	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
7	O	_	O	_	_	O	_	_	_
Quae	O	_	O	_	_	O	_	_	_
homines	O	_	O	_	_	O	_	_	_
arant	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
navigant	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
aedificant	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
virtuti	O	_	O	_	_	O	_	_	_
omnia	O	_	O	_	_	O	_	_	_
parent	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
8	O	_	O	_	_	O	_	_	_
Sed	O	_	O	_	_	O	_	_	_
multi	O	_	O	_	_	O	_	_	_
mortales	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
dediti	O	_	O	_	_	O	_	_	_
ventri	O	_	O	_	_	O	_	_	_
atque	O	_	O	_	_	O	_	_	_
somno	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
indocti	O	_	O	_	_	O	_	_	_
incultique	O	_	O	_	_	O	_	_	_
vitam	O	_	O	_	_	O	_	_	_
sicuti	O	_	O	_	_	O	_	_	_
peregrinantes	O	_	O	_	_	O	_	_	_
transiere	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
quibus	O	_	O	_	_	O	_	_	_
profecto	O	_	O	_	_	O	_	_	_
contra	O	_	O	_	_	O	_	_	_
naturam	O	_	O	_	_	O	_	_	_
corpus	O	_	O	_	_	O	_	_	_
voluptati	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
anima	O	_	O	_	_	O	_	_	_
oneri	O	_	O	_	_	O	_	_	_
fuit	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
Eorum	O	_	O	_	_	O	_	_	_
ego	O	_	O	_	_	O	_	_	_
vitam	O	_	O	_	_	O	_	_	_
mortemque	O	_	O	_	_	O	_	_	_
iuxta	O	_	O	_	_	O	_	_	_
aestumo	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quoniam	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
utraque	O	_	O	_	_	O	_	_	_
siletur	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
9	O	_	O	_	_	O	_	_	_
Verum	O	_	O	_	_	O	_	_	_
enim	O	_	O	_	_	O	_	_	_
vero	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
demum	O	_	O	_	_	O	_	_	_
mihi	O	_	O	_	_	O	_	_	_
vivere	O	_	O	_	_	O	_	_	_
atque	O	_	O	_	_	O	_	_	_
frui	O	_	O	_	_	O	_	_	_
anima	O	_	O	_	_	O	_	_	_
videtur	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
qui	O	_	O	_	_	O	_	_	_
aliquo	O	_	O	_	_	O	_	_	_
negotio	O	_	O	_	_	O	_	_	_
intentus	O	_	O	_	_	O	_	_	_
praeclari	O	_	O	_	_	O	_	_	_
facinoris	O	_	O	_	_	O	_	_	_
aut	O	_	O	_	_	O	_	_	_
artis	O	_	O	_	_	O	_	_	_
bonae	O	_	O	_	_	O	_	_	_
famam	O	_	O	_	_	O	_	_	_
quaerit	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
Sed	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
magna	O	_	O	_	_	O	_	_	_
copia	O	_	O	_	_	O	_	_	_
rerum	O	_	O	_	_	O	_	_	_
aliud	O	_	O	_	_	O	_	_	_
alii	O	_	O	_	_	O	_	_	_
natura	O	_	O	_	_	O	_	_	_
iter	O	_	O	_	_	O	_	_	_
ostendit	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
[	O	_	O	_	_	O	_	_	NoSpaceAfter
3	O	_	O	_	_	O	_	_	NoSpaceAfter
]	O	_	O	_	_	O	_	_	_
1	O	_	O	_	_	O	_	_	_
Pulchrum	O	_	O	_	_	O	_	_	_
est	O	_	O	_	_	O	_	_	_
bene	O	_	O	_	_	O	_	_	_
facere	O	_	O	_	_	O	_	_	_
rei	O	_	O	_	_	O	_	_	_
publicae	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
etiam	O	_	O	_	_	O	_	_	_
bene	O	_	O	_	_	O	_	_	_
dicere	O	_	O	_	_	O	_	_	_
haud	O	_	O	_	_	O	_	_	_
absurdum	O	_	O	_	_	O	_	_	_
est	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
vel	O	_	O	_	_	O	_	_	_
pace	O	_	O	_	_	O	_	_	_
vel	O	_	O	_	_	O	_	_	_
bello	O	_	O	_	_	O	_	_	_
clarum	O	_	O	_	_	O	_	_	_
fieri	O	_	O	_	_	O	_	_	_
licet	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
qui	O	_	O	_	_	O	_	_	_
fecere	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
qui	O	_	O	_	_	O	_	_	_
facta	O	_	O	_	_	O	_	_	_
aliorum	O	_	O	_	_	O	_	_	_
scripsere	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
multi	O	_	O	_	_	O	_	_	_
laudantur	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
2	O	_	O	_	_	O	_	_	_
Ac	O	_	O	_	_	O	_	_	_
mihi	O	_	O	_	_	O	_	_	_
quidem	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
tametsi	O	_	O	_	_	O	_	_	_
haudquaquam	O	_	O	_	_	O	_	_	_
par	O	_	O	_	_	O	_	_	_
gloria	O	_	O	_	_	O	_	_	_
sequitur	O	_	O	_	_	O	_	_	_
scriptorem	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
actorem	O	_	O	_	_	O	_	_	_
rerum	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
tamen	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
primis	O	_	O	_	_	O	_	_	_
arduum	O	_	O	_	_	O	_	_	_
videtur	O	_	O	_	_	O	_	_	_
res	O	_	O	_	_	O	_	_	_
gestas	O	_	O	_	_	O	_	_	_
scribere	O	_	O	_	_	O	_	_	NoSpaceAfter
:	O	_	O	_	_	O	_	_	_
primum	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quod	O	_	O	_	_	O	_	_	_
facta	O	_	O	_	_	O	_	_	_
dictis	O	_	O	_	_	O	_	_	_
exaequanda	O	_	O	_	_	O	_	_	_
sunt	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
dehinc	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quia	O	_	O	_	_	O	_	_	_
plerique	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quae	O	_	O	_	_	O	_	_	_
delicta	O	_	O	_	_	O	_	_	_
reprehenderis	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
malevolentia	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
invidia	O	_	O	_	_	O	_	_	_
dicta	O	_	O	_	_	O	_	_	_
putant	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
ubi	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
magna	O	_	O	_	_	O	_	_	_
virtute	O	_	O	_	_	O	_	_	_
atque	O	_	O	_	_	O	_	_	_
gloria	O	_	O	_	_	O	_	_	_
bonorum	O	_	O	_	_	O	_	_	_
memores	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quae	O	_	O	_	_	O	_	_	_
sibi	O	_	O	_	_	O	_	_	_
quisque	O	_	O	_	_	O	_	_	_
facilia	O	_	O	_	_	O	_	_	_
factu	O	_	O	_	_	O	_	_	_
putat	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
aequo	O	_	O	_	_	O	_	_	_
animo	O	_	O	_	_	O	_	_	_
accipit	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
supra	O	_	O	_	_	O	_	_	_
ea	O	_	O	_	_	O	_	_	_
veluti	O	_	O	_	_	O	_	_	_
ficta	O	_	O	_	_	O	_	_	_
pro	O	_	O	_	_	O	_	_	_
falsis	O	_	O	_	_	O	_	_	_
ducit	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
3	O	_	O	_	_	O	_	_	_
Sed	O	_	O	_	_	O	_	_	_
ego	O	_	O	_	_	O	_	_	_
adulescentulus	O	_	O	_	_	O	_	_	_
initio	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
sicuti	O	_	O	_	_	O	_	_	_
plerique	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
studio	O	_	O	_	_	O	_	_	_
ad	O	_	O	_	_	O	_	_	_
rem	O	_	O	_	_	O	_	_	_
publicam	O	_	O	_	_	O	_	_	_
latus	O	_	O	_	_	O	_	_	_
sum	O	_	O	_	_	O	_	_	_
ibique	O	_	O	_	_	O	_	_	_
mihi	O	_	O	_	_	O	_	_	_
multa	O	_	O	_	_	O	_	_	_
advorsa	O	_	O	_	_	O	_	_	_
fuere	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
Nam	O	_	O	_	_	O	_	_	_
pro	O	_	O	_	_	O	_	_	_
pudore	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
pro	O	_	O	_	_	O	_	_	_
abstinentia	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
pro	O	_	O	_	_	O	_	_	_
virtute	O	_	O	_	_	O	_	_	_
audacia	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
largitio	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
avaritia	O	_	O	_	_	O	_	_	_
vigebant	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
4	O	_	O	_	_	O	_	_	_
Quae	O	_	O	_	_	O	_	_	_
tametsi	O	_	O	_	_	O	_	_	_
animus	O	_	O	_	_	O	_	_	_
aspernabatur	O	_	O	_	_	O	_	_	_
insolens	O	_	O	_	_	O	_	_	_
malarum	O	_	O	_	_	O	_	_	_
artium	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
tamen	O	_	O	_	_	O	_	_	_
inter	O	_	O	_	_	O	_	_	_
tanta	O	_	O	_	_	O	_	_	_
vitia	O	_	O	_	_	O	_	_	_
imbecilla	O	_	O	_	_	O	_	_	_
aetas	O	_	O	_	_	O	_	_	_
ambitione	O	_	O	_	_	O	_	_	_
corrupta	O	_	O	_	_	O	_	_	_
tenebatur	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
5	O	_	O	_	_	O	_	_	_
ac	O	_	O	_	_	O	_	_	_
me	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
cum	O	_	O	_	_	O	_	_	_
ab	O	_	O	_	_	O	_	_	_
reliquorum	O	_	O	_	_	O	_	_	_
malis	O	_	O	_	_	O	_	_	_
moribus	O	_	O	_	_	O	_	_	_
dissentirem	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
nihilo	O	_	O	_	_	O	_	_	_
minus	O	_	O	_	_	O	_	_	_
honoris	O	_	O	_	_	O	_	_	_
cupido	O	_	O	_	_	O	_	_	_
eadem	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
qua	O	_	O	_	_	O	_	_	_
ceteros	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
fama	O	_	O	_	_	O	_	_	_
atque	O	_	O	_	_	O	_	_	_
invidia	O	_	O	_	_	O	_	_	_
vexabat	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
[	O	_	O	_	_	O	_	_	NoSpaceAfter
4	O	_	O	_	_	O	_	_	NoSpaceAfter
]	O	_	O	_	_	O	_	_	_
1	O	_	O	_	_	O	_	_	_
Igitur	O	_	O	_	_	O	_	_	_
ubi	O	_	O	_	_	O	_	_	_
animus	O	_	O	_	_	O	_	_	_
ex	O	_	O	_	_	O	_	_	_
multis	O	_	O	_	_	O	_	_	_
miseriis	O	_	O	_	_	O	_	_	_
atque	O	_	O	_	_	O	_	_	_
periculis	O	_	O	_	_	O	_	_	_
requievit	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
mihi	O	_	O	_	_	O	_	_	_
reliquam	O	_	O	_	_	O	_	_	_
aetatem	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
re	O	_	O	_	_	O	_	_	_
publica	O	_	O	_	_	O	_	_	_
procul	O	_	O	_	_	O	_	_	_
habendam	O	_	O	_	_	O	_	_	_
decrevi	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
non	O	_	O	_	_	O	_	_	_
fuit	O	_	O	_	_	O	_	_	_
consilium	O	_	O	_	_	O	_	_	_
socordia	O	_	O	_	_	O	_	_	_
atque	O	_	O	_	_	O	_	_	_
desidia	O	_	O	_	_	O	_	_	_
bonum	O	_	O	_	_	O	_	_	_
otium	O	_	O	_	_	O	_	_	_
conterere	O	_	O	_	_	O	_	_	_
neque	O	_	O	_	_	O	_	_	_
vero	O	_	O	_	_	O	_	_	_
agrum	O	_	O	_	_	O	_	_	_
colundo	O	_	O	_	_	O	_	_	_
aut	O	_	O	_	_	O	_	_	_
venando	O	_	O	_	_	O	_	_	_
servilibus	O	_	O	_	_	O	_	_	_
officiis	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
intentum	O	_	O	_	_	O	_	_	_
aetatem	O	_	O	_	_	O	_	_	_
agere	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
2	O	_	O	_	_	O	_	_	_
sed	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
quo	O	_	O	_	_	O	_	_	_
incepto	O	_	O	_	_	O	_	_	_
studioque	O	_	O	_	_	O	_	_	_
me	O	_	O	_	_	O	_	_	_
ambitio	O	_	O	_	_	O	_	_	_
mala	O	_	O	_	_	O	_	_	_
detinuerat	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
eodem	O	_	O	_	_	O	_	_	_
regressus	O	_	O	_	_	O	_	_	_
statui	O	_	O	_	_	O	_	_	_
res	O	_	O	_	_	O	_	_	_
gestas	O	_	O	_	_	O	_	_	_
populi	B-collective	_	B-collective.ethnic	_	_	O	_	_	_
Romani	I-collective	_	I-collective.ethnic	_	_	O	_	_	_
carptim	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
ut	O	_	O	_	_	O	_	_	_
quaeque	O	_	O	_	_	O	_	_	_
memoria	O	_	O	_	_	O	_	_	_
digna	O	_	O	_	_	O	_	_	_
videbantur	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
perscribere	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
eo	O	_	O	_	_	O	_	_	_
magis	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quod	O	_	O	_	_	O	_	_	_
mihi	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
spe	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
metu	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
partibus	O	_	O	_	_	O	_	_	_
rei	O	_	O	_	_	O	_	_	_
publicae	O	_	O	_	_	O	_	_	_
animus	O	_	O	_	_	O	_	_	_
liber	O	_	O	_	_	O	_	_	_
erat	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
3	O	_	O	_	_	O	_	_	_
Igitur	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
Catilinae	B-event	_	B-event	_	_	O	_	_	_
coniuratione	I-event	_	I-event	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quam	O	_	O	_	_	O	_	_	_
verissume	O	_	O	_	_	O	_	_	_
potero	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
paucis	O	_	O	_	_	O	_	_	_
absolvam	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
4	O	_	O	_	_	O	_	_	_
nam	O	_	O	_	_	O	_	_	_
id	O	_	O	_	_	O	_	_	_
facinus	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
primis	O	_	O	_	_	O	_	_	_
ego	O	_	O	_	_	O	_	_	_
memorabile	O	_	O	_	_	O	_	_	_
existumo	O	_	O	_	_	O	_	_	_
sceleris	O	_	O	_	_	O	_	_	_
atque	O	_	O	_	_	O	_	_	_
periculi	O	_	O	_	_	O	_	_	_
novitate	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
5	O	_	O	_	_	O	_	_	_
De	O	_	O	_	_	O	_	_	_
cuius	O	_	O	_	_	O	_	_	_
hominis	O	_	O	_	_	O	_	_	_
moribus	O	_	O	_	_	O	_	_	_
pauca	O	_	O	_	_	O	_	_	_
prius	O	_	O	_	_	O	_	_	_
explananda	O	_	O	_	_	O	_	_	_
sunt	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quam	O	_	O	_	_	O	_	_	_
initium	O	_	O	_	_	O	_	_	_
narrandi	O	_	O	_	_	O	_	_	_
faciam	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
[	O	_	O	_	_	O	_	_	NoSpaceAfter
5	O	_	O	_	_	O	_	_	NoSpaceAfter
]	O	_	O	_	_	O	_	_	_
1	O	_	O	_	_	O	_	_	_
L	B-person	_	B-person	_	_	O	_	_	NoSpaceAfter
.	I-person	_	I-person	_	_	O	_	_	_
Catilina	I-person	_	I-person	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
nobili	O	_	O	_	_	O	_	_	_
genere	O	_	O	_	_	O	_	_	_
natus	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
fuit	O	_	O	_	_	O	_	_	_
magna	O	_	O	_	_	O	_	_	_
vi	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
animi	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
corporis	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
sed	O	_	O	_	_	O	_	_	_
ingenio	O	_	O	_	_	O	_	_	_
malo	O	_	O	_	_	O	_	_	_
pravoque	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
2	O	_	O	_	_	O	_	_	_
Huic	O	_	O	_	_	O	_	_	_
ab	O	_	O	_	_	O	_	_	_
adulescentia	O	_	O	_	_	O	_	_	_
bella	O	_	O	_	_	O	_	_	_
intestina	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
caedes	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
rapinae	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
discordia	O	_	O	_	_	O	_	_	_
civilis	O	_	O	_	_	O	_	_	_
grata	O	_	O	_	_	O	_	_	_
fuere	O	_	O	_	_	O	_	_	_
ibique	O	_	O	_	_	O	_	_	_
iuventutem	O	_	O	_	_	O	_	_	_
suam	O	_	O	_	_	O	_	_	_
exercuit	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
3	O	_	O	_	_	O	_	_	_
Corpus	O	_	O	_	_	O	_	_	_
patiens	O	_	O	_	_	O	_	_	_
inediae	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
algoris	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
vigiliae	O	_	O	_	_	O	_	_	_
supra	O	_	O	_	_	O	_	_	_
quam	O	_	O	_	_	O	_	_	_
cuiquam	O	_	O	_	_	O	_	_	_
credibile	O	_	O	_	_	O	_	_	_
est	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
4	O	_	O	_	_	O	_	_	_
Animus	O	_	O	_	_	O	_	_	_
audax	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
subdolus	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
varius	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
cuius	O	_	O	_	_	O	_	_	_
rei	O	_	O	_	_	O	_	_	_
lubet	O	_	O	_	_	O	_	_	_
simulator	O	_	O	_	_	O	_	_	_
ac	O	_	O	_	_	O	_	_	_
dissimulator	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
alieni	O	_	O	_	_	O	_	_	_
adpetens	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
sui	O	_	O	_	_	O	_	_	_
profusus	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
ardens	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
cupiditatibus	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
satis	O	_	O	_	_	O	_	_	_
eloquentiae	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
sapientiae	O	_	O	_	_	O	_	_	_
parum	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
5	O	_	O	_	_	O	_	_	_
Vastus	O	_	O	_	_	O	_	_	_
animus	O	_	O	_	_	O	_	_	_
inmoderata	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
incredibilia	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
nimis	O	_	O	_	_	O	_	_	_
alta	O	_	O	_	_	O	_	_	_
semper	O	_	O	_	_	O	_	_	_
cupiebat	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
6	O	_	O	_	_	O	_	_	_
Hunc	O	_	O	_	_	O	_	_	_
post	O	_	O	_	_	O	_	_	_
dominationem	O	_	O	_	_	O	_	_	_
L	B-person	_	B-person	_	_	O	_	_	NoSpaceAfter
.	I-person	_	I-person	_	_	O	_	_	_
Sullae	I-person	_	I-person	_	_	O	_	_	_
lubido	O	_	O	_	_	O	_	_	_
maxuma	O	_	O	_	_	O	_	_	_
invaserat	O	_	O	_	_	O	_	_	_
rei	O	_	O	_	_	O	_	_	_
publicae	O	_	O	_	_	O	_	_	_
capiundae	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
neque	O	_	O	_	_	O	_	_	_
id	O	_	O	_	_	O	_	_	_
quibus	O	_	O	_	_	O	_	_	_
modis	O	_	O	_	_	O	_	_	_
adsequeretur	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
dum	O	_	O	_	_	O	_	_	_
sibi	O	_	O	_	_	O	_	_	_
regnum	O	_	O	_	_	O	_	_	_
pararet	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quicquam	O	_	O	_	_	O	_	_	_
pensi	O	_	O	_	_	O	_	_	_
habebat	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
7	O	_	O	_	_	O	_	_	_
Agitabatur	O	_	O	_	_	O	_	_	_
magis	O	_	O	_	_	O	_	_	_
magisque	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
dies	O	_	O	_	_	O	_	_	_
animus	O	_	O	_	_	O	_	_	_
ferox	O	_	O	_	_	O	_	_	_
inopia	O	_	O	_	_	O	_	_	_
rei	O	_	O	_	_	O	_	_	_
familiaris	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
conscientia	O	_	O	_	_	O	_	_	_
scelerum	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quae	O	_	O	_	_	O	_	_	_
utraque	O	_	O	_	_	O	_	_	_
iis	O	_	O	_	_	O	_	_	_
artibus	O	_	O	_	_	O	_	_	_
auxerat	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quas	O	_	O	_	_	O	_	_	_
supra	O	_	O	_	_	O	_	_	_
memoravi	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
